Task Report     Date: 05/10/2022 16:05:41
"Task: 00.00 Supertask    Description: Supertask to run whole system    Is Parallel: N"
Statistical Activity: Inventories Local    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
135,2,"      5.5.2 Copy BV Other 96Q4 Unbal","Unbal Inv copy BV, Other, Q, Asset AN.121, AN.122, AN.123, Industry 01, 1996Q4 from Local (DEFRA)",133,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed",1996Q4,1996Q4,COPY BETWEEN DATASETS,"{source dataset{name = 4.5 Process DEFRA Delivery}{status = Work in progress}}"," {Industry = '01'} {Asset = 'AN.121','AN.122','AN.123'} {Measure = 'BV'} {Periodicity = *} {Adjustments = 'R1.2'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{Measure-> (Direct) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
136,2,"      5.5.3  Copy BV Other for Unbal","Unbal Inv copy BV, Other, A, Asset AN.121, AN.122, AN.123, Industry 01 from Local (DEFRA)",133,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.5 Process DEFRA Delivery}{status = Work in progress}}"," {Industry = '01'} {Asset = 'AN.121','AN.122','AN.123'} {Measure = 'BV'} {Periodicity = 'A'} {Adjustments = 'R1.2'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{Measure-> (Direct) Measure}{Other-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Periodicity-> (Direct) Periodicity}"
137,1,"   5.6 Copy Unbal Inv data from 4.6","Copy data required by Unbalanced Inventories from 4.6",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.6}{isparallel = N}","n/a","n/a"
138,2,"      5.6.1 Copy Ind Sec Patt Unbal","Unbal copy all Quarterly data from Local (Industry Sector Pattern)",137,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.6 Process Ind Sector Pattern}{status = Work in progress}}"," {Industry = *} {Sector = *} {Measure = *}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{AN.12-> (Unmapped) Asset}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}{LOCAL-> (Unmapped) Source}{R1.2-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{Q-> (Unmapped) Periodicity}"
139,1,"   5.7 Copy Unbal Inv data from 4.7","Copy data required by Unbalanced Inventories from 4.7",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 4.7}{isparallel = N}","n/a","n/a"
140,2,"      5.7.1 Copy VPIL.adj Unbal Inv","Unbal copy Q, VPIL.adj (AQ, SU Quality Adjustments) from Inventories Local (07.00 SU Qual adj)",139,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.7 Process SU Qual Adjustments}{status = Work in progress}}"," {Industry = *} {Asset = *} {Product = *} {Price = *} {Adjustment Basis = 'AQ'}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{VPIL.adj-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{Adjustment Basis-> (Direct) Adjustment Basis}{Price-> (Direct) Price}{Q-> (Unmapped) Periodicity}"
141,1,"   5.8 Copy Unbal Inv data 00.020","Copy data required by Unbalanced Inventories from 00.020",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 00.020}{isparallel = N}","n/a","n/a"
142,2,"      5.8.1 copy SHP for Unbal","Unbal Inv copy SHP,A,Asset group Main,Ind Bottom level data (Stock Holding Period)",141,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.020 Stock Holding Period}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = group Main} {Prices = 'SHP'} {Periodicity = 'A'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{R1.2-> (Unmapped) Adjustment Basis}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}"
143,2,"      5.8.2 Copy FLAGS for Unbal","Unbal copy group FLAGS, A, All Assets and Industries data from Local (Stock Holding Period)",141,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.020 Stock Holding Period}{status = Work in progress}}"," {Industry = *} {Asset = *} {Prices = group FLAGS} {Periodicity = 'A'}","{Industry-> (Direct) Industry}{TOTAL-> (Unmapped) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{BV-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{R1.2-> (Unmapped) Adjustment Basis}{Prices-> (Direct) Price}{Periodicity-> (Direct) Periodicity}"
144,1,"   5.9 Copy Unbal Inv data 00.080","Copy data required by Unbalanced Inventories from 00.080",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 00.080}{isparallel = N}","n/a","n/a"
145,2,"      5.9.1 Copy PROP for Unbal Inv","Copy PROP, AN.121, R0 data for Product Pattern Prep for Unbalanced Inventories",144,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.080 Product Pattern Input}{status = Work in progress}}"," {Industry = *} {Product = *} {Adjustment = 'R0'}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{AN.121-> (Unmapped) Asset}{S.1-> (Unmapped) Sector}{pattern-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{Adjustment-> (Direct) Adjustment Basis}{CP-> (Unmapped) Price}{A-> (Unmapped) Periodicity}"
146,2,"      5.9.2 Copy Patt Adj Unbal Inv","Copy P (Pattern), AN.121, A0.1 adjustments for Product Pattern Prep for Unbalanced Inventories",144,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.080 Product Pattern Input}{status = Work in progress}}"," {Industry = *} {Product = *} {Adjustment = 'A0.1'}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{AN.121-> (Unmapped) Asset}{S.1-> (Unmapped) Sector}{pattern-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{Adjustment-> (Direct) Adjustment Basis}{CP-> (Unmapped) Price}{A-> (Unmapped) Periodicity}"
147,1,"   5.10 Copy Unbal Inv data 00.090","Copy data required by Unbalanced Inventories from 00.090",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 00.090}{isparallel = N}","n/a","n/a"
148,2,"      5.10.1 copy W DEF AN.122-5 Unbal","Unbal copy W,DEF,A,Asset AN.122, 3, 4, 5, Industry & Product Bottom level from Loc(Produc Breakdown)",147,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.090 Product Breakdown}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.122','AN.123','AN.124','AN.125'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{W-> (Unmapped) Measure}{DEF-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{A-> (Unmapped) Periodicity}"
149,2,"      5.10.2 Copy pattern for Unbal","Unbal copy pattern,LOCAL,A,Asset AN.122,3,4,5,Industry & Product Bottom level from Loc (Prod Bre)",147,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.090 Product Breakdown}{status = Work in progress}}"," {Industry = group Bottom level} {Asset = 'AN.122','AN.123','AN.124','AN.125'} {Product = group Bottom level}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{pattern-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{RF-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{A-> (Unmapped) Periodicity}"
150,2,"      5.10.3 Copy patt CP R3.2 Unbal","Unbal copy pattern, CP, R3.2, A, All Asset, Industry and Prod from Inv Loc",147,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 00.090 Product Breakdown}{status = Work in progress}}"," {Industry = *} {Asset = *} {Product = *}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{S.1-> (Unmapped) Sector}{pattern-> (Unmapped) Measure}{LOCAL-> (Unmapped) Source}{R3.2-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{A-> (Unmapped) Periodicity}"
151,1,"   5.11 Copy Unbal Inv data 05.00","Copy data required by Unbalanced Inventories from 05.00",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data required by Unbalanced Inventories from 05.00}{isparallel = N}","n/a","n/a"
152,2,"      5.11.1 Copy UWDEF DEF for Unbal","Unbal copy UWDEF,DEF,M,Asset AN.12,Industry TOTAL, Product adjustments (A1.2) from Local (Def adjs)",151,CALCULATION DEFINITION,N,N,N,"5.1 Output Unbalanced Invent","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 05.00 Deflator adjustments}{status = Work in progress}}"," {Product = *}","{TOTAL-> (Unmapped) Industry}{Product-> (Direct) Product}{AN.12-> (Unmapped) Asset}{S.1-> (Unmapped) Sector}{UWDEF-> (Unmapped) Measure}{DEF-> (Unmapped) Source}{A1.2-> (Unmapped) Adjustment Basis}{CP-> (Unmapped) Price}{M-> (Unmapped) Periodicity}"
153,1,"   5.12 Copy Bal Deliveries to Comp","Copy balanced deliveries in processing from WiP to Completed",117,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy balanced deliveries in processing from WiP to Completed}{isparallel = N}","n/a","n/a"
154,2,"      5.12.1 Delete Completed 4.4","Deleted completed in 4.4 Process Satellite Adjustment",153,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Sector = *} {Price = *} {Adjustment Basis = *} {Seasonal Adjustment = *} {Periodicity = *} {Product = *}","n/a"
155,2,"      5.12.2 Delete Completed 4.6","Deleted completed in 4.6 Process Ind Sector Pattern",153,CALCULATION DEFINITION,N,N,N,"4.6 Process Ind Sector Pattern","Completed", , ,DELETE DATA,"n/a"," {Industry = *} {Sector = *} {Measure = *}","n/a"
156,2,"      5.12.3 Copy to Completed 4.4","Copy all data in 4.4 Process Satellite Adjustment from WiP to Completed",153,CALCULATION DEFINITION,N,N,N,"4.4 Process Satellite Adjustment","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.4 Process Satellite Adjustment}{status = Work in progress}}"," {Industry = *} {Asset = *} {Sector = *} {Price = *} {Adjustment Basis = *} {Seasonal Adjustment = *} {Periodicity = *} {Product = *}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Sector-> (Direct) Sector}{Price-> (Direct) Price}{Adjustment Basis-> (Direct) Adjustment Basis}{Seasonal Adjustment-> (Direct) Seasonal Adjustment}{Periodicity-> (Direct) Periodicity}{Product-> (Direct) Product}"
157,2,"      5.12.4 Copy to Completed 4.6","Copy all data in 4.6 Process Ind Sector Pattern from WiP to Completed",153,CALCULATION DEFINITION,N,N,N,"4.6 Process Ind Sector Pattern","Completed", , ,COPY BETWEEN DATASETS,"{source dataset{name = 4.6 Process Ind Sector Pattern}{status = Work in progress}}"," {Industry = *} {Sector = *} {Measure = *}","{Industry-> (Direct) Industry}{Sector-> (Direct) Sector}{Measure-> (Direct) Measure}"
