Task Report     Date: 11/10/2022 19:59:25
"Task: A. Inventories Satellite    Description: Runs all Annual SUT Balanced CORD tasks from stages 00 to 13    Is Parallel: N"
Statistical Activity: Unbalanced Inventories    Mode: INT23

Order,Level,Name,Description,Parent Task,Kind,Exclude,Parallel,Line Run,Dataset,Status,Start Date,End Date,Object Type,Object Details,Selection Criteria,Dimension Mappings
103,3,"         02.428 Agg WDEF DEF to TOTAL","Aggregate WDEF, DEF, M up Product hierarchy to TOTAL for Asset group All Assets, all Industries",94,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,AGGREGATE,"{aggregate dimension = Product}{top level specification = TOTAL}"," {Industry = *} {Asset = group All Assets} {Measure = WDEF} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
104,2,"      02.43 Calc DEF DEF M","Calculate DEF as WDEF/W for DEF, M for all Assets, Industries and Products, then deal with nulls",88,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate DEF as WDEF/W for DEF, M for all Assets, Industries and Products, then deal with nulls}{isparallel = N}","n/a","n/a"
105,3,"         Dummy Parallel Task 105",104,DUMMY PARALLEL TASK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,DUMMY SUB TASK,n/a,n/a,n/a
106,4,"            02.431 Calc DEF DEF M AN.12","Calculate DEF as WDEF/W for DEF, M, AN.12, All industries and products, replace null with zero",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.12} {Source = DEF} {Periodicity = M} {Adjustment Basis = 'RF'}","n/a"
107,4,"            02.432 Calc DEF DEF M AN.121","Calculate DEF as WDEF/W for DEF, M, AN.121, All industries and products, replace null with zero",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.121} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
108,4,"            02.433 Calc DEF DEF M AN.122","Calculate DEF as WDEF/W for DEF, M, AN.122, All industries and products",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.122} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
109,4,"            02.434 Calc DEF DEF M AN.123","Calculate DEF as WDEF/W for DEF, M, AN.123, All industries and products",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.123} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
110,4,"            02.435 Calc DEF DEF M AN.124","Calculate DEF as WDEF/W for DEF, M, AN.124, All industries and products",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.124} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
111,4,"            02.436 Calc DEF DEF M AN.125","Calculate DEF as WDEF/W for DEF, M, AN.125, All industries and products",105,CALCULATION DEFINITION,N,Y,Y,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = DEF}}{formula = Round ((WDEF/ W),2)}"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = TOTAL,group Bottom level} {Asset = AN.125} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","n/a"
112,3,"         02.437 Shape AN.12, AN.121 Null","Shape DEF, DEF, M, AN.12, AN.121 All, industries and products, to deal with .'s",104,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Adjustment Basis = RA}}{formula = SHAPE(RF, 1996OCT, $endmth, zero) }"," {Industry = group Bottom level,'TOTAL',group Published Bottom Level} {Product = 'TOTAL',group Bottom level} {Asset = AN.12,AN.121} {Measure = DEF} {Source = DEF} {Periodicity = M}","n/a"
113,1,"   02.50 Calculate BV COMBINED data","Calculate COMBINED data from other Sources then aggregate to get all required data",51,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate COMBINED data from other Sources then aggregate to get all required data}{isparallel = N}","n/a","n/a"
114,2,"      02.501 Copy BV ABI to COMBINED","Copy BV, ABI, Q data to COMBINED for Asset group Main, Industry bottom level, Product TOTAL",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = TOTAL} {Asset = group Main} {Measure = BV} {Source = ABI} {Periodicity = Q} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{COMBINED-> (Unmapped) Source}{Periodicity-> (Direct) Periodicity}{Adjustment Basis-> (Direct) Adjustment Basis}"
115,2,"      02.502 Copy BV Other to COMBINED","Copy BV, Other, Q data to COMBINED for Asset group Main, Industry bottom level, Product TOTAL",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = 'TOTAL'} {Asset = group Main} {Measure = BV} {Source = Other} {Periodicity = Q} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{COMBINED-> (Unmapped) Source}{Periodicity-> (Direct) Periodicity}{Adjustment Basis-> (Direct) Adjustment Basis}"
116,2,"      02.503 Copy BV BENCH to COMBINED","Copy BV, BENCH, Q data to COMBINED for Asset group Main, Industry bottom level, Product TOTAL",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = 'TOTAL'} {Asset = group Main} {Measure = BV} {Source = BENCH} {Periodicity = Q} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{COMBINED-> (Unmapped) Source}{Periodicity-> (Direct) Periodicity}{Adjustment Basis-> (Direct) Adjustment Basis}"
117,2,"      02.504 Copy BV BOTHER toCOMBINED","Copy BV, BENCHOTHER, Q data to COMBINED for Asset group Main, Industry bottom level, Product TOTAL",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = 'TOTAL'} {Asset = group Main} {Measure = BV} {Source = BENCHOTHER} {Periodicity = Q} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Product-> (Direct) Product}{Asset-> (Direct) Asset}{Measure-> (Direct) Measure}{COMBINED-> (Unmapped) Source}{Periodicity-> (Direct) Periodicity}{Adjustment Basis-> (Direct) Adjustment Basis}"
118,2,"      02.505 Calc BV COMBINED Q","Calculate BV, COMBINED, Q as Cumulative Sum of BVC, OTHER, Q and value of BV Other Q, from 1996Q4",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Measure = BV} {Source = COMBINED} {Periodicity = Q}}{formula = round(cumsum(BVC:Other:Q, value(BV:Other:Q, 1996Q4), 1996Q4),0)}"," {Industry = '01'} {Product = 'TOTAL'} {Asset = *} {Adjustment Basis = 'RF'}","n/a"
119,2,"      02.506 Agg BV COMBINED to TOTAL","Aggregate BV, COMBINED, Q up Industry hierarchy to TOTAL for Product TOTAL & Asset group Main",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,AGGREGATE,"{aggregate dimension = Industry}{top level specification = TOTAL}"," {Product = TOTAL} {Asset = group Main} {Measure = BV} {Source = COMBINED} {Periodicity = Q} {Adjustment Basis = RF}","n/a"
120,2,"      02.507 Agg BV COMBINED to AN.12","Aggregate BV, COMBINED, Q up Asset hierarchy to AN.12 for Industry TOTAL and bot level Product TOTAL",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,AGGREGATE,"{aggregate dimension = Asset}{top level specification = AN.12}"," {Industry = 'TOTAL',group Bottom level} {Product = TOTAL} {Measure = BV} {Source = COMBINED} {Periodicity = Q} {Adjustment Basis = RF}","n/a"
121,2,"      02.508 Agg BV COMBINED to Annual","Aggregate (end) BV, COMBINED, Q to A for Industry TOTAL and bot lev Product TOTAL & Asset group Main",113,CALCULATION DEFINITION,N,N,N,"02.00 Data Preparation","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = A}}{formula = Aggregate (Q,A, end)}"," {Industry = 'TOTAL',group Bottom level} {Product = TOTAL} {Asset = group All Assets} {Measure = BV} {Source = COMBINED} {Adjustment Basis = RF}","n/a"
122,0,"03.00 Stock-holding Adj","Copy data to 03.00 Stock-holding Adj and process as required",0,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy data to 03.00 Stock-holding Adj and process as required}{isparallel = N}","n/a","n/a"
123,1,"   03.001 Delete data","Delete all data from the Stock-holding Adj dataset",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,DELETE DATA,"n/a"," {Industry = *} {Asset = *} {Prices = *} {Periodicity = *}","n/a"
124,1,"   03.10 Input Source data","Copy input data from Local and Other datasets",122,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Copy input data from Local and Other datasets}{isparallel = N}","n/a","n/a"
125,2,"      03.101 Copy CP.in data","Copy CP.in, Q, Asset group Main, Industry Bottom level data from Data Preparation",124,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = TOTAL} {Asset = group Main} {Measure = 'BV'} {Source = 'COMBINED'} {Periodicity = 'Q'} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{CP.in-> (Unmapped) Prices}{Periodicity-> (Direct) Periodicity}"
126,2,"      03.102 Copy SHP and FLAGS","Copy SHP and FLAGS, A, Asset group Main, Ind Bottom level data from Input: Inventories Local",124,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = Input: Inventories Local}{status = Work in progress}}"," {Industry = *} {Product = TOTAL} {Asset = *} {Sector = S.1} {Measure = BV} {Source = LOCAL} {Adjustment Basis = R1.2} {Allocation = V} {Prices = SHP, group Flags} {Periodicity = A}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Prices-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}"
127,2,"      03.103 Copy DEF AN.122-5 data","Copy DEF, M, Assets AN.122-5, Industry Bottom level from Data Preparation",124,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = TOTAL} {Asset = AN.122,AN.123,AN.124,AN.125} {Measure = DEF} {Source = DEF} {Periodicity = M} {Adjustment Basis = RF}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}"
128,2,"      03.104 Copy DEF AN.12, AN.121","Copy DEF, M, Assets AN.12 AN.121, Industry Bottom level from Data Preparation (until nulls resolved)",124,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,COPY BETWEEN DATASETS,"{source dataset{name = 02.00 Data Preparation}{status = Work in progress}}"," {Industry = group Bottom level} {Product = TOTAL} {Asset = AN.12, AN.121} {Measure = DEF} {Source = DEF} {Periodicity = M} {Adjustment Basis = RA}","{Industry-> (Direct) Industry}{Asset-> (Direct) Asset}{Measure-> (Direct) Prices}{Periodicity-> (Direct) Periodicity}"
129,1,"   03.002 Shape Extend DEF M","Shape (extend) Monthly data for DEF, Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = M}}{formula = shape ( M, $SHPstartmon, $SHPendmon, extend)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = DEF}","n/a"
130,1,"   03.003 Spread SHP A to M","Spread (average) SHP Annual to Months for Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = M}}{formula = spread ( A, M, average, $SHPendmon )}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = SHP}","n/a"
131,1,"   03.004 Spread Flags A to M","Spread (average) group Flags Annual to Months for Asset and Industry Bottom level",122,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Periodicity = M}}{formula = spread ( A, M, average, $SHPendmon )}"," {Industry = group Bottom level} {Asset = group Bottom level} {Prices = group Flags}","n/a"
132,1,"   03.20 Calc lagged DEFs","Calculate lagged DEF for the SHP source data revision period",122,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate lagged DEF for the SHP source data revision period}{isparallel = N}","n/a","n/a"
133,2,"      03.201 Calc DEF1","Calculate DEF1 by lagging DEF by 1 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF1}}{formula = lag(DEF,1)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
134,2,"      03.202 Calc DEF2","Calculate DEF2 by lagging DEF by 2 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF2}}{formula = lag(DEF,2)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
135,2,"      03.203 Calc DEF3","Calculate DEF3 by lagging DEF by 3 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF3}}{formula = lag(DEF,3)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
136,2,"      03.204 Calc DEF4","Calculate DEF4 by lagging DEF by 4 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF4}}{formula = lag(DEF,4)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
137,2,"      03.205 Calc DEF5","Calculate DEF5 by lagging DEF by 5 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF5}}{formula = lag(DEF,5)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
138,2,"      03.206 Calc DEF6","Calculate DEF6 by lagging DEF by 6 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF6}}{formula = lag(DEF,6)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
139,2,"      03.207 Calc DEF7","Calculate DEF7 by lagging DEF by 7 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF7}}{formula = lag(DEF,7)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
140,2,"      03.208 Calc DEF8","Calculate DEF8 by lagging DEF by 8 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF8}}{formula = lag(DEF,8)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
141,2,"      03.209 Calc DEF9","Calculate DEF9 by lagging DEF by 9 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF9}}{formula = lag(DEF,9)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
142,2,"      03.210 Calc DEF10","Calculate DEF10 by lagging DEF by 10 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF10}}{formula = lag(DEF,10)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
143,2,"      03.211 Calc DEF11","Calculate DEF11 by lagging DEF by 11 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF11}}{formula = lag(DEF,11)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
144,2,"      03.212 Calc DEF12","Calculate DEF12 by lagging DEF by 12 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF12}}{formula = lag(DEF,12)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
145,2,"      03.213 Calc DEF13","Calculate DEF13 by lagging DEF by 13 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF13}}{formula = lag(DEF,13)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
146,2,"      03.214 Calc DEF14","Calculate DEF14 by lagging DEF by 14 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF14}}{formula = lag(DEF,14)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
147,2,"      03.215 Calc DEF15","Calculate DEF15 by lagging DEF by 15 period for Asset and Industry Bottom level",132,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEF15}}{formula = lag(DEF,15)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = 'M'}","n/a"
148,1,"   03.30 Calc TEMPDEF","Calculate TEMPDEF (average deflator) for the SHP source data revision period",122,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Calculate TEMPDEF (average deflator) for the SHP source data revision period}{isparallel = N}","n/a","n/a"
149,2,"      03.301 Calc TEMPDEF","Calculate TEMPDEF as (DEF/SHP)*FLAG for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF}}{formula = (DEF/SHP) * FLAG}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
150,2,"      03.302 Calc TEMPDEF1","Calculate TEMPDEF1 as (DEF1/SHP)*FLAG1 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF1}}{formula = (DEF1/SHP) * FLAG1}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
151,2,"      03.303 Calc TEMPDEF2","Calculate TEMPDEF2 as (DEF2/SHP)*FLAG2 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF2}}{formula = (DEF2/SHP) * FLAG2}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
152,2,"      03.304 Calc TEMPDEF3","Calculate TEMPDEF3 as (DEF3/SHP)*FLAG3 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF3}}{formula = (DEF3/SHP) * FLAG3}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
153,2,"      03.305 Calc TEMPDEF4","Calculate TEMPDEF4 as (DEF4/SHP)*FLAG4 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF4}}{formula = (DEF4/SHP) * FLAG4}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
154,2,"      03.306 Calc TEMPDEF5","Calculate TEMPDEF5 as (DEF5/SHP)*FLAG5 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF5}}{formula = (DEF5/SHP) * FLAG5}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
155,2,"      03.307 Calc TEMPDEF6","Calculate TEMPDEF6 as (DEF6/SHP)*FLAG6 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF6}}{formula = (DEF6/SHP) * FLAG6}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
156,2,"      03.308 Calc TEMPDEF7","Calculate TEMPDEF7 as (DEF7/SHP)*FLAG7 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF7}}{formula = (DEF7/SHP) * FLAG7}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
157,2,"      03.309 Calc TEMPDEF8","Calculate TEMPDEF8 as (DEF8/SHP)*FLAG8 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF8}}{formula = (DEF8/SHP) * FLAG8}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
158,2,"      03.310 Calc TEMPDEF9","Calculate TEMPDEF9 as (DEF9/SHP)*FLAG9 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF9}}{formula = (DEF9/SHP) * FLAG9}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
159,2,"      03.311 Calc TEMPDEF10","Calculate TEMPDEF10 as (DEF10/SHP)*FLAG10 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF10}}{formula = (DEF10/SHP) * FLAG10}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
160,2,"      03.312 Calc TEMPDEF11","Calculate TEMPDEF11 as (DEF11/SHP)*FLAG11 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF11}}{formula = (DEF11/SHP) * FLAG11}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
161,2,"      03.313 Calc TEMPDEF12","Calculate TEMPDEF12 as (DEF12/SHP)*FLAG12 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF12}}{formula = (DEF12/SHP) * FLAG12}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
162,2,"      03.314 Calc TEMPDEF13","Calculate TEMPDEF13 as (DEF13/SHP)*FLAG13 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF13}}{formula = (DEF13/SHP) * FLAG13}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
163,2,"      03.315 Calc TEMPDEF14","Calculate TEMPDEF14 as (DEF14/SHP)*FLAG14 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF14}}{formula = (DEF14/SHP) * FLAG14}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
164,2,"      03.316 Calc TEMPDEF15","Calculate TEMPDEF15 as (DEF15/SHP)*FLAG15 for Asset and Industry Bottom level",148,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = TEMPDEF15}}{formula = (DEF15/SHP) * FLAG15}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
165,1,"   03.40 Calc DEFX","Shape (zero) TEMPDEF to create DEFX for the SHP source data revision period",122,TASK (Not Parallel),N,N,N,"n/a","n/a",n/a,n/a,SUB TASK,"{description = Shape (zero) TEMPDEF to create DEFX for the SHP source data revision period}{isparallel = N}","n/a","n/a"
166,2,"      03.401 Calc DEFX","Shape (zero) TEMPDEF to create DEFX for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX}}{formula = shape(TEMPDEF, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
167,2,"      03.402 Calc DEFX1","Shape (zero) TEMPDEF1 to create DEFX1 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX1}}{formula = shape(TEMPDEF1, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
168,2,"      03.403 Calc DEFX2","Shape (zero) TEMPDEF2 to create DEFX2 for Asset and Industry Bottom level",165,CALCULATION DEFINITION,N,N,N,"03.00 Stock-holding Adj","Work in progress", , ,FORMULA,"{items to calculate {Prices = DEFX2}}{formula = shape(TEMPDEF2, $startmth, $endmth, zero)}"," {Industry = group Bottom level} {Asset = group Bottom level} {Periodicity = M}","n/a"
